Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,External Temp,External Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2
2021-05-31 17:09:23,495,1368,2055,6046,8820,10328,19809,6909,4828,2620,19476,11843,31906,48186,43557,55282,16038,14084,30.9185791015625,29.2266845703125,364.3746032714844,364.3746032714844,0.0,24.99375,10.003125,34.996875,33.7890625,12.939453125,30.0,36.01
2021-05-31 17:09:34,496,1368,2056,6046,8822,10336,19806,6914,4830,2622,19483,11843,31920,48189,43575,55316,16040,14104,30.916061401367188,29.26483154296875,364.3746032714844,364.3746032714844,0.0,25.0,9.996875,35.0,33.7890625,12.6953125,30.0,36.01
2021-05-31 17:09:45,495,1369,2055,6046,8824,10334,19822,6913,4828,2621,19472,11845,31918,48195,43579,55307,16040,14094,30.913543701171875,29.217529296875,364.3746032714844,364.3746032714844,0.0,25.0,9.996875,34.996875,33.7890625,12.5,30.0,36.0
2021-05-31 17:09:56,496,1368,2053,6048,8826,10338,19810,6913,4830,2623,19479,11849,31905,48200,43541,55319,16043,14094,30.905990600585938,29.28314208984375,364.3746032714844,364.3746032714844,0.0,24.996875,10.003125,34.996875,33.7890625,13.1591796875,30.0,36.0
2021-05-31 17:10:08,497,1369,2055,6047,8821,10331,19810,6911,4824,2619,19474,11847,31922,48197,43547,55398,16078,14097,30.913543701171875,29.278564453125,364.3746032714844,364.3746032714844,0.0,25.0,9.996875,34.996875,33.8134765625,13.2568359375,30.0,36.0
2021-05-31 17:10:19,495,1369,2055,6046,8824,10330,19806,6908,4828,2622,19473,11843,31915,48190,43574,55384,16083,14100,30.921096801757812,29.24652099609375,364.3746032714844,364.3746032714844,0.0,25.0,10.0,35.0,33.7646484375,13.2080078125,30.0,35.99
2021-05-31 17:10:30,496,1367,2056,6045,8826,10336,19819,6912,4826,2620,19474,11843,31897,48212,43551,55279,16039,14090,30.913543701171875,29.2999267578125,364.3746032714844,364.3746032714844,0.0,24.990625,10.0,34.996875,33.7890625,13.0126953125,30.0,35.99
2021-05-31 17:10:41,496,1368,2055,6047,8827,10340,19814,6913,4830,2621,19481,11845,31913,48200,43546,55383,16074,14088,30.900955200195312,29.31671142578125,364.3746032714844,364.3746032714844,0.0,24.996875,9.996875,34.996875,33.7646484375,13.0859375,29.99,35.98
2021-05-31 17:10:52,496,1368,2056,6048,8825,10336,19813,6909,4828,2620,19476,11846,31909,48190,43577,55290,16038,14099,30.913543701171875,29.3243408203125,364.3746032714844,364.3746032714844,0.0,24.996875,9.99375,34.996875,33.7890625,12.548828125,30.0,35.98
2021-05-31 17:11:04,497,1367,2055,6046,8826,10338,19809,6909,4830,2622,19473,11842,31887,48184,43530,55397,16076,14094,30.900955200195312,29.33807373046875,364.3746032714844,364.3746032714844,0.0,25.0,9.996875,34.996875,33.7890625,12.20703125,30.0,35.98
