Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,External Temp,External Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2
2021-05-31 17:09:20,551,1544,2198,6156,10274,10512,23388,7928,5852,2923,20723,12137,32953,54217,43840,53956,15811,19586,30.98907470703125,28.8482666015625,364.3746032714844,364.3746032714844,0.0,25.003125,9.996875,34.99375,33.8134765625,13.0126953125,30.0,36.0
2021-05-31 17:09:31,551,1543,2196,6152,10270,10518,23375,7932,5852,2925,20723,12143,32966,54207,43837,53965,15801,19579,31.006698608398438,28.84674072265625,364.3746032714844,364.3746032714844,0.0,25.0,9.996875,34.996875,33.7890625,12.98828125,30.0,36.01
2021-05-31 17:09:42,551,1545,2195,6156,10276,10510,23377,7932,5848,2923,20718,12143,32968,54225,43838,53974,15812,19585,31.00921630859375,28.8848876953125,364.3746032714844,364.3746032714844,0.0,25.003125,10.003125,35.0,33.7890625,12.0361328125,30.0,36.0
2021-05-31 17:09:53,551,1545,2198,6154,10278,10524,23379,7934,5850,2926,20726,12149,32978,54235,43878,53949,15815,19576,31.016769409179688,28.86199951171875,364.3746032714844,364.3746032714844,0.0,25.0,10.0,35.0,33.7646484375,12.9150390625,30.0,36.0
2021-05-31 17:10:04,552,1545,2197,6158,10273,10518,23374,7931,5852,2923,20733,12145,32960,54235,43858,53933,15805,19569,30.994110107421875,28.91845703125,364.3746032714844,364.3746032714844,0.0,24.99375,9.996875,35.003125,33.7646484375,12.353515625,30.0,36.0
2021-05-31 17:10:15,551,1544,2197,6152,10273,10518,23387,7929,5850,2923,20721,12140,32963,54189,43866,53941,15812,19580,30.996627807617188,28.92608642578125,364.3746032714844,364.3746032714844,0.0,24.996875,10.003125,35.003125,33.7890625,13.2080078125,30.0,35.99
2021-05-31 17:10:26,551,1543,2196,6153,10275,10510,23391,7932,5852,2922,20722,12142,32972,54228,43858,53794,15767,19574,30.984039306640625,28.9276123046875,364.3746032714844,364.3746032714844,0.0,24.996875,10.0,35.0,33.837890625,12.40234375,30.0,35.99
2021-05-31 17:10:37,551,1545,2198,6154,10274,10518,23377,7933,5854,2922,20711,12140,32972,54228,43863,53926,15804,19580,31.006698608398438,28.93524169921875,364.3746032714844,364.3746032714844,0.0,25.0,10.0,34.996875,33.8134765625,12.59765625,29.99,35.98
2021-05-31 17:10:48,551,1545,2197,6157,10274,10516,23375,7930,5850,2923,20720,12135,32950,54228,43863,53925,15818,19583,30.9991455078125,28.9337158203125,364.3746032714844,364.3746032714844,0.0,25.0,9.996875,35.0,33.7890625,12.2802734375,30.0,35.98
2021-05-31 17:11:00,551,1545,2198,6157,10275,10520,23377,7935,5856,2926,20724,12144,32952,54241,43840,53963,15810,19587,31.016769409179688,28.95965576171875,364.3746032714844,364.3746032714844,0.0,25.003125,10.0,34.996875,33.7890625,13.037109375,30.0,35.98
