Time,Astep,Atime,PWM,Gain,External Temp,External Humidity,620nm #1,670nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #2,670nm #2,470nm #2,510nm #2,550nm #2,583nm #2,Sub Concentration,Total Concentration,MFC#1,MFC#2,MFC#3,MFC#4,MFC#5,dewpoint #1,dewpoint #2,chamber #1,chamber #2
2021-10-18 00:42:49,-1,-1,-1,-1,0.6533050537109375,34.89532470703125,27076,5166,4861,10212,12547,19388,58298,19618,12380,35422,51874,47370,807.749755859375,100.0,0.0,25.003125,15.0,30.0,0.0,3.80859375,3.7841796875,0.01,5.99
2021-10-18 00:43:50,-1,-1,-1,-1,0.67596435546875,34.8236083984375,27068,5164,4860,10207,12546,19396,58286,19617,12380,35428,51885,47389,808.2305908203125,100.0,0.0,24.99375,15.0,30.0,0.0,3.759765625,3.7841796875,0.0,5.98
2021-10-18 00:44:50,-1,-1,-1,-1,0.6482696533203125,34.91058349609375,27068,5166,4860,10202,12549,19398,58311,19623,12374,35417,51869,47357,807.6409912109375,100.0,0.0,25.003125,15.0,30.003125,0.0,3.7841796875,3.7841796875,-0.01,5.99
2021-10-18 00:45:51,-1,-1,-1,-1,0.660858154296875,34.808349609375,27079,5168,4860,10207,12549,19414,58299,19626,12375,35416,51857,47378,807.914306640625,100.0,0.0,25.003125,15.003125,30.0,0.0,3.7109375,3.7841796875,0.02,6.0
2021-10-18 00:46:52,-1,-1,-1,-1,0.6533050537109375,34.87701416015625,27078,5169,4861,10206,12551,19414,58314,19618,12377,35429,51873,47378,807.7496337890625,100.0,0.0,24.99375,14.996875,30.0,0.0,3.7841796875,3.80859375,0.0,6.01
2021-10-18 00:47:52,-1,-1,-1,-1,0.670928955078125,34.844970703125,27090,5170,4862,10214,12553,19420,58331,19628,12383,35425,51875,47371,808.1251831054688,100.0,0.0,24.996875,15.0,30.0,0.0,3.7841796875,3.7841796875,-0.02,5.99
2021-10-18 00:48:53,-1,-1,-1,-1,0.6633758544921875,34.81292724609375,27082,5171,4863,10209,12557,19427,58311,19627,12382,35424,51882,47391,807.963623046875,100.0,0.0,24.996875,15.003125,30.0,0.0,3.759765625,3.80859375,0.0,6.01
2021-10-18 00:49:54,-1,-1,-1,-1,0.6658935546875,34.8602294921875,27086,5168,4859,10211,12554,19431,58304,19612,12380,35419,51869,47356,808.0195922851562,100.0,0.0,25.003125,15.0,30.0,0.0,3.7841796875,3.7841796875,0.0,5.99
2021-10-18 00:50:55,-1,-1,-1,-1,0.6583404541015625,34.83123779296875,27094,5172,4861,10208,12559,19440,58304,19626,12381,35430,51880,47373,807.858154296875,100.0,0.0,25.0,14.996875,30.00625,0.0,3.7841796875,3.7841796875,0.0,5.99
2021-10-18 00:51:55,-1,-1,-1,-1,0.630645751953125,34.9639892578125,27100,5169,4864,10213,12560,19446,58330,19628,12378,35425,51886,47372,807.2724609375,100.0,0.0,25.00625,15.003125,30.0,0.0,3.857421875,3.7841796875,-0.02,6.0
2021-10-18 00:52:56,-1,-1,-1,-1,0.6482696533203125,34.83428955078125,27106,5173,4865,10210,12564,19460,58340,19636,12382,35430,51903,47387,807.6408081054688,100.0,0.0,24.996875,15.0,30.003125,0.0,3.759765625,3.7841796875,0.02,5.99
2021-10-18 00:53:57,-1,-1,-1,-1,0.645751953125,34.94873046875,27101,5172,4861,10206,12565,19456,58329,19618,12387,35422,51885,47368,807.591552734375,100.0,0.0,24.99375,15.0,30.003125,0.0,3.8330078125,3.7841796875,-0.01,6.0
2021-10-18 00:54:58,-1,-1,-1,-1,0.6482696533203125,34.84039306640625,27092,5172,4863,10206,12568,19464,58302,19619,12379,35420,51891,47371,807.6407470703125,100.0,0.0,25.0,15.003125,30.0,0.0,3.80859375,3.7841796875,0.01,5.99
2021-10-18 00:55:59,-1,-1,-1,-1,0.6658935546875,34.869384765625,27102,5171,4863,10207,12558,19464,58328,19615,12384,35421,51874,47374,808.0194702148438,100.0,0.0,24.996875,15.0,30.0,0.0,3.8330078125,3.7841796875,0.0,6.0
2021-10-18 00:57:00,-1,-1,-1,-1,0.6583404541015625,34.91058349609375,27108,5170,4863,10209,12559,19470,58332,19620,12378,35404,51878,47386,807.8580322265625,100.0,0.0,25.003125,15.003125,30.003125,0.0,3.7841796875,3.7841796875,-0.01,5.99
2021-10-18 00:58:00,-1,-1,-1,-1,0.670928955078125,34.8876953125,27114,5173,4863,10209,12568,19476,58299,19617,12382,35417,51880,47364,808.1248779296875,100.0,0.0,24.99375,15.0,29.996875,0.0,3.7841796875,3.7841796875,0.0,5.99
2021-10-18 00:59:01,-1,-1,-1,-1,0.6381988525390625,34.91973876953125,27116,5173,4863,10214,12566,19478,58333,19620,12379,35419,51886,47394,807.4302368164062,100.0,0.0,25.003125,15.003125,30.0,0.0,3.8818359375,3.7841796875,0.0,6.0
2021-10-18 01:00:02,-1,-1,-1,-1,0.640716552734375,34.87548828125,27112,5172,4863,10206,12564,19486,58331,19627,12378,35421,51880,47373,807.4827880859375,100.0,0.0,24.99375,15.0,30.0,0.0,3.7841796875,3.7841796875,-0.01,6.0
2021-10-18 01:01:03,-1,-1,-1,-1,0.6432342529296875,34.94415283203125,27110,5173,4861,10209,12560,19478,58312,19622,12381,35420,51891,47375,807.5387573242188,100.0,15.009375,9.93125,14.9875,30.0,0.0,3.7841796875,3.80859375,0.02,5.99
2021-10-18 01:02:03,-1,-1,-1,-1,0.670928955078125,35.0921630859375,26507,5038,4840,10263,12265,18170,58319,19624,12380,35425,51865,47360,808.130615234375,100.0,14.99375,10.0,15.0,30.0,0.0,3.759765625,3.7841796875,0.01,5.99
2021-10-18 01:03:04,-1,-1,-1,-1,0.6583404541015625,35.08453369140625,26383,5030,4837,10271,12223,17934,58335,19621,12380,35413,51882,47378,807.8648681640625,100.0,15.0,10.0,15.003125,30.003125,0.0,3.7109375,3.7841796875,0.0,5.99
2021-10-18 01:04:05,-1,-1,-1,-1,0.660858154296875,35.0006103515625,26324,5024,4831,10274,12206,17832,58321,19627,12382,35427,51859,47360,807.9214477539062,100.0,14.99375,10.003125,15.0,30.0,0.0,3.80859375,3.80859375,0.0,6.01
2021-10-18 01:05:05,-1,-1,-1,-1,0.6633758544921875,35.00823974609375,26285,5020,4835,10269,12194,17768,58299,19615,12377,35426,51856,47364,807.9710693359375,100.0,15.0,9.996875,15.0,30.0,0.0,3.7841796875,3.80859375,0.0,5.99
2021-10-18 01:06:06,-1,-1,-1,-1,0.660858154296875,35.0189208984375,26264,5018,4835,10277,12198,17740,58335,19624,12381,35423,51885,47362,807.9219360351562,100.0,15.003125,10.003125,14.996875,29.996875,0.0,3.7841796875,3.7841796875,-0.01,5.99
2021-10-18 01:07:07,-1,-1,-1,-1,0.6432342529296875,35.02655029296875,26246,5017,4831,10273,12186,17698,58319,19618,12379,35422,51867,47369,807.5467529296875,100.0,15.0,10.003125,14.996875,30.003125,0.0,3.7841796875,3.80859375,-0.01,6.01
2021-10-18 01:08:08,-1,-1,-1,-1,0.650787353515625,35.150146484375,26233,5016,4833,10275,12193,17680,58309,19618,12378,35422,51883,47356,807.7081909179688,100.0,14.99375,10.0,15.0,30.0,0.0,3.759765625,3.7841796875,0.01,5.99
2021-10-18 01:09:08,-1,-1,-1,-1,0.6533050537109375,35.09063720703125,26218,5016,4832,10275,12181,17664,58325,19632,12382,35426,51873,47380,807.7575073242188,100.0,14.996875,10.0,15.003125,30.003125,0.0,3.6865234375,3.7841796875,0.0,6.0
2021-10-18 01:10:09,-1,-1,-1,-1,0.670928955078125,35.186767578125,26218,5017,4833,10276,12190,17662,58318,19630,12379,35428,51862,47373,808.1329345703125,100.0,15.003125,10.0,15.003125,30.0,0.0,3.8330078125,3.7841796875,0.0,6.0
2021-10-18 01:11:10,-1,-1,-1,-1,0.6734466552734375,35.12115478515625,26210,5012,4834,10275,12182,17644,58316,19617,12377,35404,51879,47350,808.1857299804688,100.0,14.996875,10.003125,15.0,29.996875,0.0,3.7353515625,3.7841796875,0.0,6.0
2021-10-18 01:12:11,-1,-1,-1,-1,0.645751953125,35.260009765625,26205,5013,4832,10276,12185,17632,58317,19616,12382,35406,51885,47363,807.5997314453125,100.0,14.99375,9.996875,14.996875,30.0,0.0,3.80859375,3.7841796875,0.02,6.0
2021-10-18 01:13:11,-1,-1,-1,-1,0.6784820556640625,35.18829345703125,26196,5013,4829,10275,12174,17622,58319,19624,12383,35412,51860,47342,808.287841796875,100.0,15.0,10.0,15.0,29.996875,0.0,3.80859375,3.7841796875,0.0,6.0
2021-10-18 01:14:12,-1,-1,-1,-1,0.630645751953125,35.308837890625,26193,5017,4833,10283,12177,17622,58311,19627,12381,35423,51870,47365,807.2806396484375,100.0,15.0,10.0,15.0,30.003125,0.0,3.7353515625,3.7841796875,-0.01,5.99
2021-10-18 01:15:13,-1,-1,-1,-1,0.6533050537109375,35.27984619140625,26186,5010,4832,10277,12183,17608,58303,19613,12376,35418,51865,47337,807.7577514648438,100.0,15.0,10.0,15.003125,29.996875,0.0,3.7841796875,3.7841796875,0.0,6.0
2021-10-18 01:16:13,-1,-1,-1,-1,0.6658935546875,35.296630859375,26191,5014,4834,10280,12175,17606,58316,19611,12374,35412,51868,47343,808.02783203125,100.0,14.99375,10.00625,14.996875,29.996875,0.0,3.7841796875,3.7841796875,0.0,5.99
2021-10-18 01:17:14,-1,-1,-1,-1,0.6684112548828125,35.25848388671875,26177,5013,4832,10276,12170,17594,58279,19613,12373,35399,51857,47342,808.0772094726562,100.0,15.0,10.003125,15.003125,30.003125,0.0,3.80859375,3.7841796875,0.0,6.0
2021-10-18 01:18:15,-1,-1,-1,-1,0.660858154296875,35.2508544921875,26171,5014,4832,10282,12171,17590,58293,19609,12373,35416,51862,47348,807.9225463867188,100.0,15.003125,10.0,15.0,29.996875,0.0,3.7841796875,3.80859375,-0.01,6.0
2021-10-18 01:19:16,-1,-1,-1,-1,0.6684112548828125,35.28289794921875,26182,5015,4833,10279,12177,17590,58298,19623,12378,35418,51866,47349,808.0772705078125,100.0,15.0,10.0,14.996875,30.003125,0.0,3.6865234375,3.7841796875,0.01,5.98
2021-10-18 01:20:16,-1,-1,-1,-1,0.6658935546875,35.260009765625,26177,5012,4829,10278,12176,17584,58281,19617,12372,35410,51857,47350,808.0278930664062,100.0,15.0,10.003125,15.003125,30.003125,0.0,3.7841796875,3.7841796875,0.0,6.01
2021-10-18 01:21:17,-1,-1,-1,-1,0.6281280517578125,35.37750244140625,26301,5043,4835,10253,12224,17858,58317,19623,12380,35415,51862,47351,807.2269287109375,100.0,0.0,24.996875,15.0,29.996875,0.0,3.80859375,3.759765625,0.0,6.0
