Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,External Temp,External Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2
2021-06-01 16:05:16,507,1440,2397,6211,9577,11148,21226,6817,4600,2348,18597,11462,31184,47229,41250,49803,14497,14094,30.850601196289062,80.78765869140625,364.3746032714844,364.3746032714844,0.0,25.003125,35.0,10.003125,33.7890625,9.1796875,30.0,36.0
2021-06-01 16:05:27,507,1441,2397,6211,9582,11146,21215,6816,4604,2348,18604,11459,31180,47226,41231,49932,14546,14094,30.84808349609375,80.694580078125,364.3746032714844,364.3746032714844,0.0,24.99375,35.003125,10.003125,33.7890625,9.86328125,30.0,36.0
2021-06-01 16:05:39,507,1441,2397,6215,9580,11147,21227,6812,4596,2346,18604,11462,31184,47219,41227,49956,14541,14096,30.850601196289062,80.41534423828125,364.3746032714844,364.3746032714844,0.0,24.99375,35.0,10.003125,33.7890625,10.15625,30.0,36.0
2021-06-01 16:05:50,506,1441,2395,6211,9581,11148,21225,6817,4600,2348,18596,11464,31167,47229,41225,49784,14493,14102,30.853118896484375,80.2093505859375,364.3746032714844,364.3746032714844,0.0,24.99375,35.003125,9.996875,33.7890625,10.15625,30.0,36.0
2021-06-01 16:06:01,507,1440,2395,6216,9577,11150,21230,6816,4602,2347,18593,11462,31186,47216,41217,49912,14543,14096,30.855636596679688,80.06744384765625,364.3746032714844,364.3746032714844,0.0,25.0,35.0,10.0,33.7890625,9.130859375,30.0,36.0
2021-06-01 16:06:12,505,1441,2395,6212,9583,11148,21229,6818,4602,2349,18596,11462,31162,47221,41226,49787,14495,14092,30.843048095703125,80.0872802734375,364.3746032714844,364.3746032714844,0.0,24.996875,34.996875,10.003125,33.7890625,10.1318359375,30.0,36.01
2021-06-01 16:06:23,507,1441,2396,6211,9581,11152,21233,6817,4600,2347,18595,11465,31173,47227,41228,49803,14493,14100,30.850601196289062,80.07354736328125,364.3746032714844,364.3746032714844,0.0,25.003125,35.0,9.996875,33.7890625,9.228515625,30.01,36.0
2021-06-01 16:06:35,506,1441,2395,6210,9579,11149,21216,6814,4600,2346,18603,11461,31166,47220,41218,49781,14488,14096,30.8380126953125,80.084228515625,364.3746032714844,364.3746032714844,0.0,25.0,35.0,10.003125,33.7890625,9.1552734375,30.01,36.0
2021-06-01 16:06:46,505,1439,2396,6209,9579,11142,21224,6817,4600,2348,18600,11452,31169,47208,41210,49922,14541,14090,30.860671997070312,80.14678955078125,364.3746032714844,364.3746032714844,0.0,24.99375,35.003125,10.0,33.7890625,10.009765625,30.01,36.0
2021-06-01 16:06:58,507,1441,2394,6210,9581,11148,21226,6814,4600,2348,18590,11462,31169,47217,41213,49787,14483,14091,30.832977294921875,80.169677734375,364.3746032714844,364.3746032714844,0.0,25.0,35.00625,9.996875,33.7890625,9.8876953125,30.0,35.99
2021-06-01 16:07:09,506,1441,2396,6211,9572,11148,21228,6815,4600,2347,18603,11459,31180,47216,41240,49797,14491,14091,30.850601196289062,80.18951416015625,364.3746032714844,364.3746032714844,0.0,25.0,34.996875,10.0,33.7890625,8.8623046875,30.0,35.99
2021-06-01 16:07:20,507,1441,2397,6210,9580,11148,21229,6814,4600,2348,18596,11454,31165,47221,41212,49793,14487,14096,30.832977294921875,80.1971435546875,364.3746032714844,364.3746032714844,0.0,24.99375,35.0,10.0,33.7646484375,8.8623046875,30.0,35.99
2021-06-01 16:07:31,507,1440,2395,6208,9577,11146,21221,6809,4600,2347,18590,11458,31158,47206,41227,49914,14544,14096,30.850601196289062,80.27496337890625,364.3746032714844,364.3746032714844,0.0,24.990625,35.00625,10.003125,33.7646484375,9.0087890625,30.0,35.98
2021-06-01 16:07:42,506,1440,2396,6213,9573,11148,21222,6814,4598,2346,18607,11462,31162,47212,41214,49767,14490,14096,30.843048095703125,80.303955078125,364.3746032714844,364.3746032714844,0.0,25.003125,34.996875,9.996875,33.7890625,8.8623046875,30.0,35.98
2021-06-01 16:07:54,506,1440,2397,6212,9580,11152,21227,6814,4598,2348,18605,11463,31168,47224,41212,49940,14542,14097,30.845565795898438,80.34820556640625,364.3746032714844,364.3746032714844,0.0,25.0,35.003125,10.0,33.7890625,9.08203125,30.0,35.98
