Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,External Temp,External Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2
2021-05-30 13:46:08,484,1329,2100,5541,8554,10192,18542,6309,4260,2727,20533,12579,33429,48338,43041,53643,16215,16881,30.931167602539062,58.42437744140625,364.3746032714844,364.3746032714844,0.0,25.00625,25.003125,20.0,33.7646484375,10.44921875,29.98,35.99
2021-05-30 13:46:19,484,1327,2099,5544,8562,10192,18550,6304,4264,2727,20529,12579,33423,48323,43056,53454,16157,16877,30.933685302734375,58.49609375,364.3746032714844,364.3746032714844,0.0,25.0,25.0,20.0,33.7890625,10.546875,29.99,35.99
2021-05-30 13:46:30,485,1329,2100,5545,8560,10198,18543,6308,4264,2727,20535,12570,33421,48345,43050,53633,16216,16876,30.916061401367188,58.49151611328125,364.3746032714844,364.3746032714844,0.0,25.00625,24.996875,20.0,33.7646484375,11.1572265625,29.99,36.0
2021-05-30 13:46:42,485,1327,2101,5545,8561,10188,18541,6304,4264,2725,20530,12575,33420,48348,43046,53633,16212,16880,30.9185791015625,58.4869384765625,364.3746032714844,364.3746032714844,0.0,25.0,25.0,20.0,33.7646484375,10.498046875,29.99,36.0
2021-05-30 13:46:53,485,1329,2100,5544,8558,10192,18540,6304,4265,2723,20544,12579,33405,48354,43053,53633,16212,16870,30.931167602539062,58.52508544921875,364.3746032714844,364.3746032714844,0.0,24.996875,25.003125,20.00625,33.7890625,11.1083984375,29.99,36.0
2021-05-30 13:47:04,485,1329,2099,5544,8560,10190,18553,6310,4264,2727,20530,12576,33420,48348,43050,53622,16208,16880,30.923614501953125,58.4869384765625,364.3746032714844,364.3746032714844,0.0,25.0,25.0,20.0,33.7646484375,10.8154296875,29.99,35.99
2021-05-30 13:47:15,484,1330,2100,5545,8564,10200,18560,6305,4264,2727,20535,12581,33428,48370,43071,53493,16158,16875,30.916061401367188,58.44879150390625,364.3746032714844,364.3746032714844,0.0,25.003125,25.0,20.003125,33.7890625,10.107421875,29.99,35.99
2021-05-30 13:47:27,485,1330,2100,5547,8563,10200,18549,6312,4266,2727,20539,12586,33429,48367,43066,53642,16214,16880,30.913543701171875,58.21533203125,364.3746032714844,364.3746032714844,0.0,25.003125,25.003125,20.003125,33.7890625,10.6201171875,29.98,35.99
2021-05-30 13:47:38,485,1327,2099,5546,8561,10198,18546,6307,4266,2726,20538,12576,33429,48364,43064,53642,16207,16880,30.916061401367188,58.04595947265625,364.3746032714844,364.3746032714844,0.0,25.003125,25.0,20.0,33.7890625,10.400390625,29.98,35.99
2021-05-30 13:47:49,485,1327,2099,5544,8561,10190,18549,6310,4264,2727,20532,12580,33420,48351,43051,53454,16158,16884,30.913543701171875,57.9742431640625,364.3746032714844,364.3746032714844,0.0,25.003125,24.99375,20.0,33.7158203125,10.595703125,29.98,36.0
