Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,External Temp,External Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2
2021-05-26 11:51:55,543,1438,2090,6118,10121,10204,23654,7895,6008,2761,19103,11405,32697,53535,43296,53795,15405,20148,-1.4817047119140625,60.84442138671875,364.3746032714844,364.3746032714844,0.0,25.0,25.003125,19.996875,0.78125,-6.8359375,-2.98,3.0
2021-05-26 11:52:06,542,1437,2088,6118,10116,10202,23636,7889,6008,2761,19095,11401,32695,53529,43290,53765,15409,20141,-1.514434814453125,60.8612060546875,364.3746032714844,364.3746032714844,0.0,25.003125,25.0,20.0,0.78125,-7.1044921875,-2.98,3.0
2021-05-26 11:52:17,542,1437,2089,6115,10114,10200,23648,7889,6006,2762,19097,11393,32690,53514,43283,53765,15397,20136,-1.5119171142578125,60.91766357421875,364.3746032714844,364.3746032714844,0.0,25.0,25.00625,19.996875,0.78125,-6.4208984375,-2.99,3.0
2021-05-26 11:52:28,542,1436,2089,6112,10111,10198,23633,7887,6006,2759,19082,11396,32692,53496,43268,53778,15399,20132,-1.51947021484375,60.9710693359375,364.3746032714844,364.3746032714844,0.0,24.9875,25.003125,20.0,0.8056640625,-6.34765625,-3.0,3.0
2021-05-26 11:52:40,542,1436,2089,6115,10116,10196,23646,7891,6006,2761,19086,11400,32695,53515,43285,53757,15402,20140,-1.5270233154296875,61.00006103515625,364.3746032714844,364.3746032714844,0.0,24.996875,25.0,20.0,0.78125,-7.0068359375,-3.01,3.0
2021-05-26 11:52:51,542,1436,2087,6113,10112,10198,23642,7888,6002,2760,19093,11399,32689,53504,43281,53770,15392,20136,-1.534576416015625,61.029052734375,364.3746032714844,364.3746032714844,0.0,24.990625,25.0,20.0,0.78125,-6.689453125,-3.02,3.0
2021-05-26 11:53:02,542,1436,2088,6117,10112,10198,23644,7891,6005,2760,19087,11393,32690,53507,43286,53762,15400,20136,-1.5320587158203125,61.04278564453125,364.3746032714844,364.3746032714844,0.0,24.996875,25.0,19.996875,0.78125,-7.3974609375,-3.02,3.01
2021-05-26 11:53:14,543,1436,2089,6115,10115,10198,23645,7893,6006,2762,19092,11395,32691,53527,43296,53757,15398,20142,-1.524505615234375,60.94970703125,364.3746032714844,364.3746032714844,0.0,25.0,25.0,19.996875,0.78125,-7.3974609375,-3.0,3.02
2021-05-26 11:53:25,542,1436,2089,6115,10114,10197,23642,7892,6008,2760,19085,11398,32687,53518,43268,53634,15360,20126,-1.5068817138671875,60.85052490234375,364.3746032714844,364.3746032714844,0.0,24.996875,25.0,20.003125,0.78125,-6.396484375,-2.99,3.02
2021-05-26 11:53:36,543,1437,2091,6116,10114,10204,23653,7893,6004,2760,19093,11398,32692,53518,43285,53630,15362,20124,-1.514434814453125,60.8154296875,364.3746032714844,364.3746032714844,0.0,25.0,25.0,19.996875,0.78125,-6.787109375,-2.98,3.01
