Time,410nm #1,440nm #1,470nm #1,510nm #1,550nm #1,583nm #1,620nm #1,670nm #1,900nm #1,410nm #2,440nm #2,470nm #2,510nm #2,550nm #2,583nm #2,620nm #2,670nm #2,900nm #2,External Temp,External Humidity,Integrate time #1,Integrate time #2,MFC#1,MFC#2,MFC#3,MFC#4,dewpoint #1,dewpoint #2,chamber #1,chamber #2
2021-06-02 15:59:22,549,1550,2190,6167,10311,10414,23051,7926,5812,2925,20766,12147,32981,54292,43896,53970,15827,19600,31.031875610351562,29.75921630859375,364.3746032714844,364.3746032714844,0.0,25.003125,10.003125,34.996875,33.7890625,10.25390625,29.99,36.0
2021-06-02 15:59:33,549,1549,2189,6170,10311,10410,23054,7926,5812,2925,20773,12145,32977,54294,43882,53988,15823,19595,31.0394287109375,29.7393798828125,364.3746032714844,364.3746032714844,0.0,25.0,10.0,35.0,33.7890625,9.521484375,29.99,36.0
2021-06-02 15:59:44,549,1549,2188,6167,10316,10402,23055,7929,5814,2925,20767,12153,32969,54288,43909,53981,15829,19608,31.016769409179688,29.70733642578125,364.3746032714844,364.3746032714844,0.0,25.003125,10.003125,35.003125,33.7890625,9.6923828125,29.99,36.0
2021-06-02 15:59:56,549,1550,2190,6167,10312,10412,23058,7933,5814,2925,20758,12146,32974,54298,43890,53985,15838,19597,31.0394287109375,29.7760009765625,364.3746032714844,364.3746032714844,0.0,24.99375,10.003125,35.003125,33.7890625,10.498046875,29.99,36.0
2021-06-02 16:00:07,549,1549,2189,6166,10317,10414,23057,7927,5808,2928,20758,12151,32980,54293,43921,53989,15824,19587,31.036911010742188,29.74090576171875,364.3746032714844,364.3746032714844,0.0,24.996875,10.0,35.003125,33.7890625,10.15625,30.0,36.0
2021-06-02 16:00:19,549,1548,2188,6167,10311,10414,23061,7931,5812,2929,20760,12146,32967,54328,43914,53993,15831,19602,31.019287109375,29.7027587890625,364.3746032714844,364.3746032714844,0.0,25.00625,10.0,34.996875,33.7890625,10.6689453125,29.99,36.0
2021-06-02 16:00:30,549,1548,2189,6166,10311,10412,23066,7934,5814,2925,20764,12145,32990,54304,43925,54023,15838,19599,31.036911010742188,29.61578369140625,364.3746032714844,364.3746032714844,0.0,25.00625,10.0,35.0,33.7890625,10.400390625,29.99,36.0
2021-06-02 16:00:41,549,1549,2189,6167,10319,10412,23062,7932,5808,2926,20761,12148,32981,54304,43922,54026,15845,19607,31.014251708984375,29.461669921875,364.3746032714844,364.3746032714844,0.0,25.003125,10.0,34.996875,33.7890625,10.3759765625,29.99,36.0
2021-06-02 16:00:53,549,1549,2189,6166,10311,10410,23060,7930,5812,2927,20756,12146,32977,54298,43911,53846,15793,19598,31.026840209960938,29.44793701171875,364.3746032714844,364.3746032714844,0.0,25.0,10.0,34.996875,33.7890625,10.05859375,29.99,36.01
2021-06-02 16:01:04,549,1551,2190,6169,10320,10414,23067,7932,5812,2926,20763,12160,32991,54306,43931,54034,15839,19611,31.019287109375,29.4769287109375,364.3746032714844,364.3746032714844,0.0,24.996875,9.996875,35.00625,33.7890625,10.3759765625,29.99,36.02
2021-06-02 16:01:15,549,1550,2189,6167,10313,10410,23057,7929,5812,2926,20773,12157,32981,54304,43920,54015,15832,19602,31.001663208007812,29.44488525390625,364.3746032714844,364.3746032714844,0.0,24.996875,9.996875,35.003125,33.7890625,10.4248046875,29.99,36.02
2021-06-02 16:01:26,549,1549,2189,6165,10313,10412,23057,7926,5812,2927,20760,12155,32982,54313,43917,53834,15785,19599,31.02935791015625,29.4677734375,364.3746032714844,364.3746032714844,0.0,25.0,9.996875,35.003125,33.7646484375,10.2294921875,30.0,36.02
2021-06-02 16:01:38,548,1548,2190,6168,10313,10416,23059,7930,5813,2926,20762,12156,32989,54317,43926,53859,15785,19594,31.036911010742188,29.47235107421875,364.3746032714844,364.3746032714844,0.0,24.996875,10.0,34.99375,33.7890625,10.5712890625,30.0,36.02
2021-06-02 16:01:49,549,1549,2189,6167,10314,10415,23060,7927,5814,2925,20762,12150,32988,54303,43926,54017,15833,19607,31.024322509765625,29.5013427734375,364.3746032714844,364.3746032714844,0.0,25.0,10.0,35.003125,33.7890625,10.498046875,30.0,36.01
2021-06-02 16:02:00,549,1548,2188,6164,10309,10412,23060,7929,5808,2928,20751,12144,32968,54282,43902,53997,15840,19599,31.006698608398438,29.49371337890625,364.3746032714844,364.3746032714844,0.0,24.996875,10.0,35.0,33.7890625,9.66796875,30.0,36.0
2021-06-02 16:02:12,549,1548,2189,6165,10310,10414,23061,7929,5812,2925,20756,12148,32973,54289,43910,53822,15797,19597,31.014251708984375,29.510498046875,364.3746032714844,364.3746032714844,0.0,25.003125,9.996875,35.00625,33.7890625,10.009765625,30.0,36.0
2021-06-02 16:02:23,549,1550,2189,6167,10314,10414,23063,7924,5812,2928,20772,12153,32982,54323,43894,53824,15783,19586,31.031875610351562,29.47845458984375,364.3746032714844,364.3746032714844,0.0,24.996875,9.996875,35.0,33.7890625,10.400390625,30.0,36.0
2021-06-02 16:02:34,550,1549,2188,6167,10315,10416,23064,7925,5812,2927,20761,12156,32983,54337,43923,53978,15822,19604,31.034393310546875,29.498291015625,364.3746032714844,364.3746032714844,0.0,25.0,9.99375,34.996875,33.7890625,10.8154296875,30.0,35.99
2021-06-02 16:02:45,549,1548,2189,6165,10310,10414,23058,7928,5814,2927,20769,12145,32978,54298,43911,53991,15832,19597,31.011734008789062,29.49371337890625,364.3746032714844,364.3746032714844,0.0,24.99375,9.996875,35.0,33.8134765625,10.4736328125,29.99,35.98
2021-06-02 16:02:56,549,1550,2189,6167,10310,10416,23068,7927,5814,2925,20759,12146,32988,54292,43912,54009,15819,19602,31.0394287109375,29.541015625,364.3746032714844,364.3746032714844,0.0,25.0,10.0,35.0,33.7890625,10.6201171875,30.0,35.98
2021-06-02 16:03:08,549,1549,2186,6169,10309,10420,23060,7926,5808,2925,20771,12147,32997,54288,43913,53976,15826,19602,31.011734008789062,29.55780029296875,364.3746032714844,364.3746032714844,0.0,24.99375,9.996875,35.00625,33.7890625,10.400390625,29.99,35.98
2021-06-02 16:03:19,549,1547,2190,6167,10319,10416,23074,7929,5812,2927,20763,12150,32978,54297,43920,53998,15832,19594,31.02935791015625,29.5501708984375,364.3746032714844,364.3746032714844,0.0,24.996875,10.0,35.0,33.7646484375,10.3759765625,30.0,35.98
